,中文,English
1592,荣幸,pleasure
1593,报警,Call the police
1594,地上,Above ground
1595,送给,Send to
1596,喝一杯,Have a drink
1597,世上,In the world
1598,想念,miss
1599,这会,This will
1600,大约,About
1601,可恶,hateful
1602,合适,suitable
1603,普通,ordinary
1604,天才,genius
1605,生物,biology
1606,之中,Among
1607,肉,Meat
1608,妓女,prostitute
1609,尽快,ASAP
1610,报纸,newspaper
1611,俱乐部,club
1612,提出,propose
1613,正式,formal
1614,洗,wash
1615,政治,politics
1616,从不,Never
1617,一辈子,lifetime
1618,取消,Cancel
1619,两年,Two years
1620,监视,Monitoring
1621,产生,produce
1622,犹太人,Jewish
1623,玩意,Playthings
1624,班,class
1625,搞砸,Screwed Up
1626,只不过,only
1627,显示,show
1628,价值,value
1629,带到,Bring to
1630,吉姆,Jim
1631,恶魔,demon
1632,一周,One week
1633,状况,situation
1634,那位,That
1635,辦,Office
1636,作,do
1637,建立,Establish
1638,山姆,Sam
1639,高中,high school
1640,娶,Marry
1641,说实话,to be honest
1642,去年,last year
1643,厨房,kitchen
1644,特殊,special
1645,黑人,Black person
1646,邪恶,evil
1647,勇敢,brave
1648,不算,Not counted
1649,石头,Stone
1650,等到,wait until
1651,假装,pretend
1652,运动,sports
1653,介意,mind
1654,转,change
1655,兩個,Two
1656,手下,Subordinates
1657,两天,Two days
1658,摆,put
1659,印度,India
1660,耶稣,Jesus
1661,手指,finger
1662,思考,think
1663,累,tired
1664,沒錯,Yes
1665,机场,Airport
1666,茶,Tea
1667,地点,Place
1668,恢复,recover
1669,夜晚,night
1670,帽子,hat
1671,执行,implement
1672,比尔,Bill
1673,输,lose
1674,时代,era
1675,状态,state
1676,餐厅,Dining room
1677,人会,People will
1678,呵呵,hehe
1679,意大利,Italy
1680,犯,Offender
1681,背叛,betray
1682,魔鬼,devil
1683,情报,intelligence
1684,人员,personnel
1685,专家,expert
1686,那樣,That
1687,了不起,amazing
1688,店,shop
1689,不怕,Not afraid
1690,骄傲,pride
1691,哎呀,oops
1692,差,Difference
1693,唱歌,Sing
1694,学,study
1695,站住,stop
1696,眔,All
1697,之类,and so on
1698,满足,satisfy
1699,所说,Said
1700,吉米,Jimmy
1701,停车,parking
1702,现实,Reality
1703,牺牲,sacrifice
1704,胜利,victory
1705,好消息,The good news
1706,见过,Seen
1707,条,strip
1708,引起,cause
1709,醒来,wake up
1710,猪,pig
1711,一辆,One
1712,下车,get off
1713,不许,Not allowed
1714,颜色,color
1715,有用,it works
1716,暂时,temporary
1717,投票,vote
1718,证人,witness
1719,想像,imagine
1720,鸟,bird
1721,全世界,worldwide
1722,買,Buy
1723,迈克,Mike
1724,拍摄,Filming
1725,冒险,adventure
1726,部队,force
1727,王子,prince
1728,发展,develop
1729,顺利,smoothly
1730,甜心,sweetheart
1731,谈话,conversation
1732,開,open
1733,不去,No
1734,吸血鬼,vampire
1735,筁,Bamboo
1736,张,open
1737,吸引,attract
1738,还会,Will also
1739,字幕组,Subtitle Group
1740,动手,Hands-on
1741,老实,honest
1742,比利,Billy
1743,它会,It will
1744,一段,One section
1745,激动,Excited
1746,条件,condition
1747,白,white
1748,特工,Agent
1749,爬,climb
1750,光,Light
1751,五,five
1752,早餐,breakfast
1753,追踪,track
1754,發現,discover
1755,废话,nonsense
1756,演员,actor
1757,哼,snort
1758,亲自,personally
1759,一个月,One month
1760,所谓,So-called
1761,听听,Listen
1762,复杂,complex
1763,学会,learn
1764,距离,distance
1765,同性恋,Homosexuality
1766,係,Department
1767,外,outside
1768,发,hair
1769,这份,This
1770,好笑,funny
1771,碰到,bump into
1772,受不了,Can't stand it
1773,醒醒,Wake up
1774,做些,Do something
1775,成员,member
1776,想着,Thinking
1777,绑架,Kidnapping
1778,即将,Coming soon
1779,发射,emission
1780,抽,smoke
1781,威尔,Will
1782,真是太,It's so
1783,痛,pain
1784,魔法,magic
1785,这才,This is
1786,莎拉,Sarah
1787,把手,handle
1788,分享,share
1789,我覺,I think
1790,年前,Years ago
1791,冲,rush
1792,然而,However
1793,感激,gratitude
1794,同事,colleague
1795,收,receive
1796,神秘,mystery
1797,上尉,Captain
1798,面,noodle
1799,搭,take
1800,难以置信,incredible
1801,迈克尔,Michael
1802,哈利,Harry
1803,车里,In the car
1804,傢,Home
1805,桌子,table
1806,禁止,prohibit
1807,一段时间,A period of time
1808,交流,comminicate
1809,带上,Bring
1810,放手,Letting go
1811,临,Pro
1812,英里,mile
1813,几年,several years
1814,安妮,Anne
1815,公园,garden
1816,边,side
1817,别管,Never mind
1818,克里斯,Chris
1819,非,No
1820,早安,Good morning
1821,中间,middle
1822,癸,Gui
1823,整天,All day
1824,我想,I think
1825,巧克力,chocolate
1826,找出,Find out
1827,强大,powerful
1828,受害者,victim
1829,某些,some
1830,后悔,regret
1831,您好,Hello
1832,一分钟,One minute
1833,精彩,Wonderful
1834,有點,A little bit
1835,卡尔,Carl
1836,睡着,sleep
1837,果然,really
1838,人人,Everyone
1839,基地,base
1840,两位,Two
1841,一片,piece
1842,时间轴,Timeline
1843,单独,alone
1844,名单,List
1845,病毒,Virus
1846,过程,process
1847,急,urgent
1848,左右,about
1849,生病,Get ill
1850,种,kind
1851,人物,figure
1852,尿,Urine
1853,戒指,ring
1854,自我,self
1855,立即,immediately
1856,女生,girl
1857,星球,Planet
1858,变化,change
1859,卡车,truck
1860,怎樣,How
1861,空间,space
1862,穿过,Pass through
1863,象,elephant
1864,旅馆,hostel
1865,打死,Beat to death
1866,观众,audience
1867,依然,still
1868,做事,work
1869,三年,Three years
1870,他来,He comes
1871,火,fire
1872,乐队,band
1873,飞行,flight
1874,接到,Receive
1875,两次,twice
1876,导演,director
1877,满意,satisfy
1878,認識,know
1879,导致,lead to
1880,要死,To die
1881,接触,touch
1882,折磨,Torture
1883,骗子,fraud
1884,明星,star
1885,经验,experience
1886,小伙子,Young man
1887,前进,go ahead
1888,西,West
1889,美女,Beauty
1890,一部,One
1891,性,sex
1892,至,to
1893,好运,good luck
1894,尽力,Try your best
1895,密码,password
1896,赌,bet
1897,刺激,Stimulate
1898,以来,since
1899,承诺,promise
1900,艺术,Art
1901,子,son
1902,耍,Play
1903,让开,Get out of the way
1904,烧,burn
1905,明明,Obviously
1906,惊讶,surprise
1907,免费,free
1908,案件,case
1909,女孩子,Girls
1910,天呐,Oh my god
1911,惩罚,punish
1912,释放,release
1913,吵,Quarrel
1914,位,Bit
1915,顺便,By the way
1916,无辜,innocent
1917,老鼠,mouse
1918,采取,take
1919,联络,contact
1920,展示,exhibit
1921,无关,Unrelated
1922,卻,But
1923,箱子,box
1924,挑战,challenge
1925,讲话,Speech
1926,练习,practise
1927,点儿,Point
1928,从来不,Never
1929,楼上,upstairs
1930,擔心,Worry
1931,实现,accomplish
1932,脖子,neck
1933,理论,theory
1934,关键,key
1935,電話,telephone
1936,聚会,reunion
1937,推,push
1938,洛杉矶,Los Angeles
1939,方便,convenient
1940,耳朵,ear
1941,数字,number
1942,世纪,century
1943,奇迹,Miracle
1944,各种,Various
1945,窗户,window
1946,罪犯,criminal
1947,破,break
1948,呼叫,call
1949,气,gas
1950,仅仅,only
1951,手术,Operation
1952,说服,persuade
1953,死定了,It's dead.
1954,清理,Cleaning
1955,宣布,Announce
1956,启动,start up
1957,能量,energy
1958,分开,separate
1959,车子,Car
1960,室,room
1961,加上,Plus
1962,车上,In the car
1963,印象,impression
1964,天空,Sky
1965,天气,weather
1966,小时候,Childhood
1967,游泳,swim
1968,拜拜,Bye-Bye
1969,滚开,Get lost
1970,大部分,most
1971,教练,coach
1972,哟,Yo
1973,我用,I use
1974,集,set
1975,阿姨,Aunt
1976,估计,estimate
1977,科学,science
1978,而言,For
1979,乐意,willing
1980,鼻子,nose
1981,不錯,nice
1982,地区,area
1983,塔,tower
1984,杀害,kill
1985,孤独,Lonely
1986,声,Voice
1987,拿来,Get it
1988,寫,write
1989,喝点,Drink
1990,夏天,summer
1991,十年,ten years
1992,如今,now
1993,某人,Someone
1994,元,Yuan
1995,不像,Not like
1996,欧洲,Europe
1997,船上,On board
1998,肚子,abdomen
1999,大声,Loud
2000,手里,In hand
2001,红色,red
2002,婴儿,baby
2003,旧,old
2004,环境,environment
2005,团队,team
2006,神奇,magic
2007,年纪,age
2008,唉,well
2009,瞧瞧,Look
2010,熊,Bear
2011,年代,Era
2012,上学,go to school
2013,大量,Large
2014,快去,Go
2015,伤心,sad
2016,何时,when
2017,别忘了,Don't forget
2018,紧急,urgent
2019,布,cloth
2020,暴力,Violence
2021,付出,pay
2022,尽量,Try
2023,太多,too much
2024,伤,hurt
2025,互相,each other
2026,繼續,continue
2027,无论如何,anyway
2028,空气,Air
2029,邻居,Neighbor
2030,某种,Some kind of
2031,想过,Thought
2032,他人,others
2033,规则,rule
2034,我妈,My mom
2035,司机,driver
2036,好奇,curious
2037,城,city
2038,打破,break in
2039,信仰,Belief
2040,不可思议,Incredible
2041,付,pay
2042,持续,continued
2043,逃,escape
2044,朝,towards
2045,无所谓,It doesn't matter
2046,协议,protocol
2047,父親,Father
2048,假如,if
2049,阁下,Your Mightiness
2050,愿,willing
2051,打赌,bet
2052,城堡,castle
2053,退后,Back
2054,说不定,maybe
2055,菜,vegetable
2056,彻底,thorough
2057,地图,map
2058,牧师,priest
2059,墨西哥,Mexico
2060,词,word
2061,重复,repeat
2062,犯人,prisoner
2063,我爸,My dad
2064,妓,prostitute
2065,运气,luck
2066,不太,Not quite
2067,华文,Chinese
2068,早晨,morning
2069,幹什麼,What
2070,一对,A pair
2071,小孩子,child
2072,相同,same
2073,裤子,Pants
2074,聊,chat
2075,规矩,rule
2076,到来,arrival
2077,真棒,Awesome
2078,逃走,escape
2079,近,close
2080,程序,program
2081,发出,issue
2082,趴下,Get Down
2083,白人,White
2084,本书,This book
2085,中尉,Lieutenant
2086,不肯,Refusal
2087,街上,On the Street
2088,託,Trust
2089,揍,beat
2090,度,Spend
2091,給我,Give me
2092,伙,partner
2093,打架,fight
2094,这太,This is too
2095,女王,Queen
2096,錯,mistaken
2097,救救,Rescue
2098,三天,Three days
2099,尽,All
2100,午餐,Lunch
2101,则,but
2102,看法,view
2103,喝醉,Getting drunk
2104,一支,One
2105,权力,that power
2106,也好,Good
2107,留言,message
2108,床,bed
2109,脸上,Face
2110,摧毁,destroy
2111,全是,All
2112,故意,deliberately
2113,山,Mountain
2114,罗,Luo
2115,打败,defeat
2116,哪裡,Where
2117,背后,behind
2118,人来,People come
2119,远离,keep away
2120,狼,Wolf
2121,毕竟,after all
2122,警探,Detective
2123,洗澡,bath
2124,黑色,black
2125,痷,eczema
2126,便宜,Cheap
2127,大多数,most
2128,伪,Pseudo
2129,行李,luggage
2130,别碰,Don't touch
2131,毫无,No
2132,线,Wire
2133,一人,one person
2134,蓝色,blue
2135,浪漫,romantic
2136,亲,relative
2137,起床,get up
2138,很少,rare
2139,大脑,brain
2140,师父,Master
2141,殿下,Your Highness
2142,指控,Allegations
2143,道理,reason
2144,擦,wipe
2145,尖叫,Scream
2146,爵士,Jazz
2147,冠军,champion
2148,场,field
2149,按照,according to
2150,重点,Key Points
2151,教育,educate
2152,知不知道,Do you know
2153,一堆,pile
2154,前往,Go
2155,对待,treat
2156,空,
2157,进展,progress
2158,醒,Awake
2159,有所,Some
2160,大叔,Uncle
2161,仔细,carefulness
2162,半,Half
2163,票,ticket
2164,娜,Na
2165,祝你好运,Good luck
2166,护士,Nurse
2167,一颗,One
2168,既,now that
2169,罗斯,Ross
2170,摸,touch
2171,战士,warrior
2172,太空,Space
2173,申请,Apply
2174,太久,Too long
2175,勇气,courage
2176,万岁,Long live
2177,组,Group
2178,重,Heavy
2179,委员会,Committee
2180,强,powerful
2181,付钱,Pay
2182,面包,bread
2183,不仅,not only
2184,关注,focus on
2185,不久,soon
2186,看不见,Invisible
2187,万一,just in case
2188,熟悉,familiar
2189,正如,As
2190,笑话,joke
2191,法,Law
2192,咯,Slightly
2193,经典,classic
2194,一间,One
2195,凭,By
2196,抛弃,abandon
2197,时光,Time
2198,实验室,laboratory
2199,掌握,master
2200,英语,English
2201,在意,care
2202,管理,manage
2203,干活,Work
2204,洞,Hole
2205,范围,scope
2206,李,plum
2207,低,Low
2208,集中,concentrated
2209,遇见,meet
2210,懂吗,Do you understand?
2211,做点,Do something
2212,右,right
2213,说出,Say
2214,艾伦,Allen
2215,报道,Report
2216,最高,Highest
2217,之外,Beyond
2218,哪兒,Where
2219,表情,expression
2220,警局,Police Station
2221,用力,Use force
2222,谎言,lie
2223,回忆,remember
2224,传统,Tradition
2225,放到,Put
2226,都行,All is OK
2227,海洋,ocean
2228,椅子,Chair
2229,欣赏,appreciate
2230,五分钟,Five minutes
2231,舞会,prom
2232,搜查,search
2233,快要,Coming Soon
2234,小女孩,Little Girl
2235,退出,quit
2236,看吧,Look
2237,事业,cause
2238,头上,On the head
2239,机器人,robot
2240,绝不,no way
2241,专业,major
2242,作用,effect
2243,完毕,complete
2244,王,king
2245,增加,Increase
2246,不太好,Not so good
2247,隐藏,hide
2248,诅咒,curse
2249,随,Follow
2250,一面,one side
2251,思想,Thought
2252,项目,project
2253,杂志,Magazine
2254,再見,goodbye
2255,达到,achieve
2256,关掉,Turn off
2257,罢了,That's all
2258,不吃,Do not eat
2259,部门,department
2260,联邦,federal
2261,坏人,The Bad Guys
2262,职业,Profession
2263,剑,sword
2264,观察,observe
2265,格,grid
2266,毕业,graduate
2267,扂,扂
2268,阳光,Sunlight
2269,白色,White
2270,岛,island
2271,吐,vomit
2272,想见,Want to see
2273,有效,efficient
2274,做过,Did
2275,实验,experiment
2276,親愛的,dear
2277,心中,Heart
2278,忍受,Bear
2279,对此,To this
2280,圣诞节,Christmas
2281,罗伯特,Robert
2282,试着,Try
2283,作家,writer
2284,罪,crime
2285,出口,exit
2286,感兴趣,interested
2287,区域,area
2288,主演,Starring
2289,愤怒,anger
2290,抽烟,smoke
2291,凯特,Kate
2292,著名,Famous
2293,渴望,eager
2294,乱,chaos
2295,内心,heart
2296,小组,group
2297,挖,dig
2298,将来,future
2299,信心,confidence
2300,事故,ACCIDENT
2301,玩具,Toy
2302,对手,opponent
2303,带你去,Take you there
2304,抢劫,robbery
2305,华盛顿,Washington
2306,现金,cash
2307,摆脱,get rid of
2308,海,ocean
2309,变态,abnormal
2310,在场,Presence
2311,锁,Lock
2312,这座,This
2313,细节,detail
2314,抱怨,complain
2315,部,department
2316,陌生人,stranger
2317,秨,英语
2318,为此,to this end
2319,毛,hair
2320,独自,alone
2321,红,red
2322,档案,file
2323,一套,set
2324,优秀,excellent
2325,喊,call
2326,美妙,wonderful
2327,血液,blood
2328,数据,data
2329,内容,content
2330,大师,master
2331,这张,This one
2332,随着,along with
2333,混乱,confusion
2334,聊天,chat
2335,乖乖,Good boy
2336,走路,walk
2337,马丁,Martin
2338,需,need
2339,早点,Breakfast
2340,伙伴,partner
2341,有空,available
2342,指挥,command
2343,态度,manner
2344,左,Left
2345,几次,several times
2346,牛,ox
2347,审判,Judgment
2348,媒体,media
2349,这有,This has
2350,保安,security guard
2351,教会,church
2352,即,Right now
2353,記得,remember
2354,并非,Not
2355,工厂,factory
2356,收集,collect
2357,背,back
2358,每年,each year
2359,赶,rush
2360,射击,shooting
2361,一根,One
2362,过得,Live
2363,损失,loss
2364,帮帮我,Help
2365,王八蛋,Son of a bitch
2366,法官大人,Your Honor
2367,埋,Buried
2368,杀掉,Kill
2369,这条,This
2370,鞋子,shoe
2371,事物,thing
2372,死者,deceased
2373,不止,more than
2374,拖,drag
2375,能否,Can
2376,奴隶,slave
2377,兒子,Son
2378,我現,I now
2379,被捕,Arrested
2380,瞷,Scarlet
2381,分析,analyze
2382,微笑,Smile
2383,翴,翴
2384,俄罗斯,Russia
2385,情人,lover
2386,胡说,nonsense
2387,市场,market
2388,降落,landing
2389,投降,surrender
2390,定,Certainly
2391,交往,Interaction
2392,骑,ride
2393,幻想,fantasy
2394,首歌,Song
2395,盒子,Box
2396,开火,Fire
2397,那条,That one
2398,算了吧,Forget it
2399,出事,Accident
2400,悲伤,sad
2401,进攻,attack
2402,超,overtake
2403,威廉,William
2404,谈过,Talked
2405,经济,economy
2406,聊聊,Let's chat
2407,宁愿,would rather
2408,鸡,chicken
2409,局,Bureau
2410,两人,Two people
2411,那晚,That Night
2412,葬礼,funeral
2413,嫉妒,envy
2414,芝加哥,Chicago
2415,想干什么,What do you want to do?
2416,乖,good
2417,绝不会,Never
2418,英尺,foot
2419,演,play
2420,蟿,Cicada
2421,男子,man
2422,误会,Misunderstand
2423,这话,This word
2424,清醒,wide awake
2425,外套,coat
2426,打个,Hit
2427,不信,No
2428,出色,outstanding
2429,当心,Watch out
2430,失陪,Excuse me
2431,稍微,a little
2432,走进,Walk In
2433,進來,Come in
2434,毁灭,destroy
2435,回头,Look Back
2436,五个,Five
2437,工人,Worker
2438,举行,Held
2439,度过,Spend
2440,类似,similar
2441,懂得,know
2442,科学家,the scientist
2443,支付,Payment
2444,牛奶,milk
2445,正要,Just about to
2446,反,opposite
2447,说好,Say Good
2448,长得,Looks
2449,搭档,partner
2450,露西,Lucy
2451,坚强,strong
2452,鞋,shoe
2453,语言,language
2454,感染,Infect
2455,歲,Years old
2456,规定,Regulation
2457,农场,farm
2458,钻石,diamond
2459,六,six
2460,常常,Frequent
2461,蛋,Egg
2462,生日快乐,Happy birthday
2463,直升机,Helicopters
2464,广告,advertise
2465,其實,actually
2466,州,state
2467,表达,Express
2468,砍,cut
2469,那裡,There
2470,镇,town
2471,說過,Said
2472,總,Total
2473,沙漠,desert
2474,完蛋,Finished
2475,引擎,engine
2476,口袋,pocket
2477,愿望,desire
2478,道路,the way
2479,带我去,take me
2480,海滩,beach
